HoldPriorValue,TaxRollYr,TotalAssessedVal
56400,2006,56400
62500,2006,62500
92200,2006,92200
61000,2006,61000
52300,2006,52300
72400,2006,72400
61200,2006,61200
68500,2006,68500
18200,2006,18200
123500,2006,123500
76800,2006,76800
73000,2006,73000
85700,2006,85700
52300,2006,52300
53600,2006,53600
73100,2006,73100
70550,2006,70550
74700,2006,74700
62800,2006,62800
70000,2006,70000
64900,2006,64900
59500,2006,59500
59200,2006,59200
73700,2006,73700
70000,2006,70000
58800,2006,58800
57000,2006,57000
59100,2006,59100
59000,2006,59000
54100,2006,54100
69700,2006,69700
60000,2006,60000
75000,2006,75000
52900,2006,52900
76800,2006,76800
78500,2006,78500
60500,2006,60500
52000,2006,52000
140000,2006,140000
56500,2006,56500
62700,2006,62700
54500,2006,54500
67300,2006,67300
64100,2006,64100
55800,2006,55800
57900,2006,57900
62700,2006,62700
53400,2006,53400
65000,2006,65000
123300,2006,123300
70300,2006,70300
56100,2006,56100
66600,2006,66600
63600,2006,63600
59000,2006,59000
62400,2006,62400
63500,2006,63500
170000,2006,170000
66200,2006,66200
77100,2006,77100
126400,2006,126400
96900,2006,96900
115500,2006,115500
58700,2006,58700
85000,2006,85000
75300,2006,75300
57450,2006,57450
66800,2006,66800
63500,2006,63500
59900,2006,59900
65100,2006,65100
56600,2006,56600
67300,2006,67300
56500,2006,56500
61200,2006,61200
60200,2006,60200
64400,2006,64400
66900,2006,66900
58100,2006,58100
64400,2006,64400
53500,2006,53500
55500,2006,55500
56300,2006,56300
58100,2006,58100
50700,2006,50700
57600,2006,57600
61900,2006,61900
54700,2006,54700
67100,2006,67100
54800,2006,54800
60000,2006,60000
103300,2006,103300
61300,2006,61300
69900,2006,69900
61400,2006,61400
65200,2006,65200
63700,2006,63700
59200,2006,59200
55500,2006,55500
60300,2006,60300
53000,2006,53000
44700,2006,44700
45800,2006,45800
75000,2006,75000
48000,2006,48000
42900,2006,42900
34900,2006,34900
28700,2006,28700
14500,2006,14500
47100,2006,47100
47000,2006,47000
49000,2006,49000
61700,2006,61700
92000,2006,92000
52500,2006,52500
36700,2006,36700
71500,2006,71500
55000,2006,55000
58300,2006,58300
53400,2006,53400
99400,2006,99400
67500,2006,67500
38800,2006,38800
18500,2006,18500
39000,2006,39000
43100,2006,43100
61300,2006,61300
52500,2006,52500
71900,2006,71900
101900,2006,101900
55400,2006,55400
58300,2006,58300
43800,2006,43800
59400,2006,59400
47300,2006,47300
66100,2006,66100
46900,2006,46900
77500,2006,77500
46700,2006,46700
46200,2006,46200
57000,2006,57000
53300,2006,53300
91000,2006,91000
91000,2006,91000
89000,2006,89000
56700,2006,56700
56900,2006,56900
57300,2006,57300
56700,2006,56700
84700,2006,84700
64400,2006,64400
68000,2006,68000
55000,2006,55000
75300,2006,75300
52700,2006,52700
54800,2006,54800
56300,2006,56300
94300,2006,94300
58500,2006,58500
60400,2006,60400
52700,2006,52700
58800,2006,58800
71500,2006,71500
70900,2006,70900
42100,2006,42100
59900,2006,59900
150500,2006,150500
68700,2006,68700
65100,2006,65100
96300,2006,96300
63000,2006,63000
89500,2006,89500
81800,2006,81800
79700,2006,79700
78300,2006,78300
68200,2006,68200
58950,2006,58950
61600,2006,61600
89300,2006,89300
52000,2006,52000
58400,2006,58400
54000,2006,54000
50278,2006,50278
94500,2006,94500
54400,2006,54400
132600,2006,132600
105000,2006,105000
58000,2006,58000
61100,2006,61100
51200,2006,51200
75000,2006,75000
60000,2006,60000
78500,2006,78500
58700,2006,58700
56800,2006,56800
130000,2006,130000
54900,2006,54900
59800,2006,59800
123700,2006,123700
58900,2006,58900
53800,2006,53800
58900,2006,58900
59600,2006,59600
54800,2006,54800
55300,2006,55300
50000,2006,50000
68500,2006,68500
53600,2006,53600
48100,2006,48100
63300,2006,63300
69200,2006,69200
58900,2006,58900
73200,2006,73200
97400,2006,97400
71300,2006,71300
56200,2006,56200
60700,2006,60700
122000,2006,122000
52100,2006,52100
199300,2006,199300
67400,2006,67400
34000,2006,34000
34800,2006,34800
38100,2006,38100
45300,2006,45300
41900,2006,41900
43200,2006,43200
15600,2006,15600
52000,2006,52000
52900,2006,52900
50700,2006,50700
56300,2006,56300
64000,2006,64000
51100,2006,51100
77900,2006,77900
42300,2006,42300
61200,2006,61200
91500,2006,91500
47300,2006,47300
50400,2006,50400
86300,2006,86300
43000,2006,43000
75600,2006,75600
60000,2006,60000
101200,2006,101200
57550,2006,57550
65700,2006,65700
90200,2006,90200
48700,2006,48700
47200,2006,47200
48000,2006,48000
86500,2006,86500
58900,2006,58900
58700,2006,58700
65600,2006,65600
16900,2006,16900
54300,2006,54300
140800,2006,140800
52700,2006,52700
91200,2006,91200
137000,2006,137000
48200,2006,48200
65000,2006,65000
97300,2006,97300
68000,2006,68000
45000,2006,45000
112700,2006,112700
55700,2006,55700
74500,2006,74500
93500,2006,93500
60800,2006,60800
50500,2006,50500
98500,2006,98500
36200,2006,36200
37800,2006,37800
40500,2006,40500
64000,2006,64000
9900,2006,9900
103700,2006,103700
44600,2006,44600
125000,2006,125000
69000,2006,69000
57000,2006,57000
77000,2006,77000
44800,2006,44800
62000,2006,62000
46300,2006,46300
80000,2006,80000
80000,2006,80000
59400,2006,59400
45000,2006,45000
16000,2006,16000
35000,2006,35000
55000,2006,55000
189500,2006,189500
49500,2006,49500
55000,2006,55000
55600,2006,55600
55600,2006,55600
58250,2006,58250
49800,2006,49800
50200,2006,50200
53500,2006,53500
83200,2006,83200
61200,2006,61200
51100,2006,51100
68700,2006,68700
72200,2006,72200
81600,2006,81600
75100,2006,75100
164500,2006,164500
45000,2006,45000
45000,2006,45000
169000,2006,169000
42400,2006,42400
58400,2006,58400
48600,2006,48600
61200,2006,61200
85700,2006,85700
67400,2006,67400
69900,2006,69900
49300,2006,49300
69500,2006,69500
56100,2006,56100
63500,2006,63500
55800,2006,55800
61000,2006,61000
78000,2006,78000
57200,2006,57200
73000,2006,73000
61900,2006,61900
62800,2006,62800
77000,2006,77000
78600,2006,78600
65140,2006,65140
54700,2006,54700
60200,2006,60200
59000,2006,59000
62400,2006,62400
59600,2006,59600
61100,2006,61100
60000,2006,60000
90800,2006,90800
51000,2006,51000
65000,2006,65000
89400,2006,89400
88500,2006,88500
150000,2006,150000
48500,2006,48500
43200,2006,43200
126500,2006,126500
86300,2006,86300
45100,2006,45100
47100,2006,47100
49500,2006,49500
79900,2006,79900
145000,2006,145000
55300,2006,55300
127200,2006,127200
152500,2006,152500
58500,2006,58500
114000,2006,114000
49900,2006,49900
54500,2006,54500
54500,2006,54500
40700,2006,40700
6600,2006,6600
69200,2006,69200
63800,2006,63800
5000,2006,5000
5000,2006,5000
86400,2006,86400
135800,2006,135800
126200,2006,126200
5000,2006,5000
165000,2006,165000
51400,2006,51400
49600,2006,49600
49300,2006,49300
5000,2006,5000
5000,2006,5000
62900,2006,62900
72700,2006,72700
45600,2006,45600
108500,2006,108500
46900,2006,46900
45800,2006,45800
45000,2006,45000
43600,2006,43600
42400,2006,42400
43600,2006,43600
44200,2006,44200
43800,2006,43800
40200,2006,40200
40000,2006,40000
69200,2006,69200
180000,2006,180000
178400,2006,178400
79500,2006,79500
65700,2006,65700
41000,2006,41000
85900,2006,85900
55400,2006,55400
54900,2006,54900
61900,2006,61900
45000,2006,45000
59700,2006,59700
47600,2006,47600
164000,2006,164000
50100,2006,50100
35000,2006,35000
5200,2006,5200
1300,2006,1300
52700,2006,52700
68200,2006,68200
59200,2006,59200
59500,2006,59500
66000,2006,66000
58000,2006,58000
58300,2006,58300
65500,2006,65500
64700,2006,64700
55100,2006,55100
61300,2006,61300
60000,2006,60000
65200,2006,65200
62900,2006,62900
62400,2006,62400
57700,2006,57700
66100,2006,66100
57300,2006,57300
57800,2006,57800
62200,2006,62200
60600,2006,60600
54500,2006,54500
40400,2006,40400
55200,2006,55200
71200,2006,71200
42000,2006,42000
44500,2006,44500
73000,2006,73000
65800,2006,65800
100,2006,100
73100,2006,73100
37100,2006,37100
58600,2006,58600
55800,2006,55800
57600,2006,57600
56300,2006,56300
66700,2006,66700
59700,2006,59700
59600,2006,59600
59900,2006,59900
60600,2006,60600
55400,2006,55400
55400,2006,55400
58800,2006,58800
60100,2006,60100
54600,2006,54600
58300,2006,58300
60400,2006,60400
58400,2006,58400
58400,2006,58400
57900,2006,57900
58400,2006,58400
55400,2006,55400
58300,2006,58300
55400,2006,55400
63000,2006,63000
61200,2006,61200
60000,2006,60000
57700,2006,57700
51300,2006,51300
55400,2006,55400
50700,2006,50700
55400,2006,55400
51100,2006,51100
49200,2006,49200
51100,2006,51100
58000,2006,58000
55500,2006,55500
61500,2006,61500
55500,2006,55500
48500,2006,48500
59500,2006,59500
52000,2006,52000
52200,2006,52200
67900,2006,67900
59800,2006,59800
57600,2006,57600
53500,2006,53500
57500,2006,57500
53000,2006,53000
40100,2006,40100
55000,2006,55000
55000,2006,55000
37600,2006,37600
76000,2006,76000
53700,2006,53700
53900,2006,53900
53400,2006,53400
63300,2006,63300
54100,2006,54100
53100,2006,53100
59900,2006,59900
52900,2006,52900
1894000,2006,1894000
52100,2006,52100
51000,2006,51000
53000,2006,53000
53900,2006,53900
54900,2006,54900
52100,2006,52100
62700,2006,62700
61000,2006,61000
51700,2006,51700
58500,2006,58500
57500,2006,57500
59000,2006,59000
52500,2006,52500
58500,2006,58500
58500,2006,58500
59200,2006,59200
51900,2006,51900
45800,2006,45800
50000,2006,50000
47500,2006,47500
57800,2006,57800
52400,2006,52400
58000,2006,58000
56450,2006,56450
53700,2006,53700
52950,2006,52950
56000,2006,56000
54700,2006,54700
51000,2006,51000
61900,2006,61900
53800,2006,53800
52600,2006,52600
60800,2006,60800
61500,2006,61500
55400,2006,55400
56900,2006,56900
56400,2006,56400
51000,2006,51000
61300,2006,61300
58900,2006,58900
56300,2006,56300
58400,2006,58400
49100,2006,49100
3600,2006,3600
58700,2006,58700
58800,2006,58800
54000,2006,54000
54900,2006,54900
55400,2006,55400
51900,2006,51900
57300,2006,57300
54200,2006,54200
52600,2006,52600
53100,2006,53100
49400,2006,49400
55800,2006,55800
53700,2006,53700
58400,2006,58400
55500,2006,55500
55400,2006,55400
57900,2006,57900
53700,2006,53700
54700,2006,54700
54000,2006,54000
54200,2006,54200
54000,2006,54000
35000,2006,35000
400,2006,400
6500,2006,6500
9700,2006,9700
8100,2006,8100
8300,2006,8300
8300,2006,8300
9200,2006,9200
10900,2006,10900
48800,2006,48800
48400,2006,48400
48500,2006,48500
49100,2006,49100
50900,2006,50900
41900,2006,41900
49200,2006,49200
47500,2006,47500
15300,2006,15300
12000,2006,12000
61500,2006,61500
55500,2006,55500
59800,2006,59800
59100,2006,59100
60500,2006,60500
58150,2006,58150
59700,2006,59700
52100,2006,52100
58400,2006,58400
60300,2006,60300
55300,2006,55300
57900,2006,57900
59200,2006,59200
55100,2006,55100
57200,2006,57200
51000,2006,51000
56500,2006,56500
55500,2006,55500
57100,2006,57100
51600,2006,51600
5700,2006,5700
60200,2006,60200
60600,2006,60600
54200,2006,54200
59300,2006,59300
62200,2006,62200
53000,2006,53000
55400,2006,55400
54100,2006,54100
58100,2006,58100
60000,2006,60000
53000,2006,53000
57900,2006,57900
54900,2006,54900
63100,2006,63100
59100,2006,59100
62800,2006,62800
52100,2006,52100
67300,2006,67300
74300,2006,74300
55400,2006,55400
60000,2006,60000
71700,2006,71700
62500,2006,62500
59800,2006,59800
66800,2006,66800
55300,2006,55300
55500,2006,55500
58600,2006,58600
53700,2006,53700
65800,2006,65800
65900,2006,65900
61500,2006,61500
60000,2006,60000
62500,2006,62500
57600,2006,57600
59200,2006,59200
55000,2006,55000
55000,2006,55000
56400,2006,56400
59900,2006,59900
64300,2006,64300
55400,2006,55400
49600,2006,49600
60800,2006,60800
64300,2006,64300
75400,2006,75400
54000,2006,54000
54000,2006,54000
62000,2006,62000
57700,2006,57700
16700,2006,16700
64700,2006,64700
55400,2006,55400
60000,2006,60000
57000,2006,57000
77500,2006,77500
84300,2006,84300
44700,2006,44700
50950,2006,50950
64484,2006,64484
65000,2006,65000
49500,2006,49500
47900,2006,47900
43400,2006,43400
42500,2006,42500
6500,2006,6500
45400,2006,45400
36600,2006,36600
39200,2006,39200
43100,2006,43100
49500,2006,49500
44700,2006,44700
47000,2006,47000
41600,2006,41600
46400,2006,46400
61150,2006,61150
56800,2006,56800
54600,2006,54600
52500,2006,52500
54700,2006,54700
55000,2006,55000
62500,2006,62500
52600,2006,52600
57800,2006,57800
42600,2006,42600
42100,2006,42100
53200,2006,53200
48200,2006,48200
42400,2006,42400
53800,2006,53800
45300,2006,45300
61300,2006,61300
60900,2006,60900
42000,2006,42000
43200,2006,43200
45000,2006,45000
50700,2006,50700
49900,2006,49900
48700,2006,48700
26300,2006,26300
35300,2006,35300
56900,2006,56900
47700,2006,47700
30700,2006,30700
42200,2006,42200
46000,2006,46000
45800,2006,45800
46800,2006,46800
33600,2006,33600
35000,2006,35000
44500,2006,44500
50600,2006,50600
54600,2006,54600
43600,2006,43600
46100,2006,46100
95000,2006,95000
43400,2006,43400
87200,2006,87200
64500,2006,64500
61400,2006,61400
50400,2006,50400
51300,2006,51300
52700,2006,52700
52600,2006,52600
52600,2006,52600
57500,2006,57500
60500,2006,60500
60500,2006,60500
65500,2006,65500
54600,2006,54600
63500,2006,63500
56600,2006,56600
58700,2006,58700
55300,2006,55300
54800,2006,54800
55500,2006,55500
56700,2006,56700
69100,2006,69100
56000,2006,56000
53300,2006,53300
40000,2006,40000
59500,2006,59500
51000,2006,51000
49500,2006,49500
46200,2006,46200
63700,2006,63700
42600,2006,42600
45700,2006,45700
53300,2006,53300
54700,2006,54700
44000,2006,44000
32700,2006,32700
44900,2006,44900
47800,2006,47800
40200,2006,40200
41400,2006,41400
33500,2006,33500
45700,2006,45700
67600,2006,67600
38400,2006,38400
41800,2006,41800
55700,2006,55700
47000,2006,47000
43700,2006,43700
50200,2006,50200
53100,2006,53100
53200,2006,53200
55600,2006,55600
52800,2006,52800
50000,2006,50000
52050,2006,52050
69300,2006,69300
48700,2006,48700
51700,2006,51700
53100,2006,53100
57300,2006,57300
50700,2006,50700
39000,2006,39000
41800,2006,41800
38400,2006,38400
33800,2006,33800
37050,2006,37050
37500,2006,37500
34900,2006,34900
34400,2006,34400
38000,2006,38000
37400,2006,37400
36000,2006,36000
35600,2006,35600
34100,2006,34100
32100,2006,32100
57200,2006,57200
43300,2006,43300
500,2006,500
40500,2006,40500
39600,2006,39600
39500,2006,39500
50600,2006,50600
36000,2006,36000
40300,2006,40300
55800,2006,55800
40300,2006,40300
79600,2006,79600
54200,2006,54200
46300,2006,46300
46300,2006,46300
49800,2006,49800
49900,2006,49900
53700,2006,53700
39000,2006,39000
103700,2006,103700
42000,2006,42000
85000,2006,85000
38700,2006,38700
67700,2006,67700
36200,2006,36200
33400,2006,33400
46400,2006,46400
32300,2006,32300
44600,2006,44600
43700,2006,43700
45300,2006,45300
40000,2006,40000
45000,2006,45000
38000,2006,38000
37300,2006,37300
31400,2006,31400
5000,2006,5000
54200,2006,54200
49700,2006,49700
700,2006,700
45000,2006,45000
40600,2006,40600
47100,2006,47100
43600,2006,43600
46800,2006,46800
98500,2006,98500
32400,2006,32400
36200,2006,36200
37300,2006,37300
35500,2006,35500
40100,2006,40100
45500,2006,45500
33500,2006,33500
50800,2006,50800
47200,2006,47200
36800,2006,36800
41300,2006,41300
73400,2006,73400
35800,2006,35800
50700,2006,50700
37700,2006,37700
57800,2006,57800
53500,2006,53500
55600,2006,55600
49600,2006,49600
52500,2006,52500
51300,2006,51300
64500,2006,64500
52700,2006,52700
54000,2006,54000
61300,2006,61300
56600,2006,56600
53900,2006,53900
60000,2006,60000
62500,2006,62500
62800,2006,62800
55800,2006,55800
63600,2006,63600
57700,2006,57700
56000,2006,56000
54800,2006,54800
52400,2006,52400
51300,2006,51300
56900,2006,56900
58500,2006,58500
62100,2006,62100
62200,2006,62200
65400,2006,65400
66000,2006,66000
56400,2006,56400
62600,2006,62600
46500,2006,46500
55500,2006,55500
64200,2006,64200
45700,2006,45700
54000,2006,54000
40900,2006,40900
57500,2006,57500
55700,2006,55700
50300,2006,50300
54000,2006,54000
47500,2006,47500
51700,2006,51700
52800,2006,52800
46800,2006,46800
55900,2006,55900
52300,2006,52300
50300,2006,50300
63800,2006,63800
45300,2006,45300
47000,2006,47000
48000,2006,48000
52600,2006,52600
46200,2006,46200
51900,2006,51900
47900,2006,47900
44300,2006,44300
49400,2006,49400
46300,2006,46300
59000,2006,59000
63800,2006,63800
45800,2006,45800
50100,2006,50100
48300,2006,48300
48900,2006,48900
47700,2006,47700
46700,2006,46700
50100,2006,50100
50800,2006,50800
54200,2006,54200
65500,2006,65500
53200,2006,53200
50100,2006,50100
47100,2006,47100
51800,2006,51800
52200,2006,52200
55400,2006,55400
50500,2006,50500
51200,2006,51200
50300,2006,50300
61800,2006,61800
51500,2006,51500
62700,2006,62700
49200,2006,49200
46500,2006,46500
5900,2006,5900
48600,2006,48600
53500,2006,53500
53400,2006,53400
56900,2006,56900
57100,2006,57100
53500,2006,53500
50300,2006,50300
52400,2006,52400
56200,2006,56200
51400,2006,51400
50300,2006,50300
50400,2006,50400
50000,2006,50000
50400,2006,50400
49000,2006,49000
54100,2006,54100
57900,2006,57900
47100,2006,47100
38000,2006,38000
57200,2006,57200
50400,2006,50400
50000,2006,50000
41200,2006,41200
52200,2006,52200
47800,2006,47800
47400,2006,47400
59800,2006,59800
48000,2006,48000
45500,2006,45500
47300,2006,47300
45800,2006,45800
46200,2006,46200
62300,2006,62300
70200,2006,70200
50900,2006,50900
59400,2006,59400
72000,2006,72000
50500,2006,50500
55700,2006,55700
56500,2006,56500
62300,2006,62300
61800,2006,61800
61200,2006,61200
61800,2006,61800
63250,2006,63250
51100,2006,51100
58800,2006,58800
63500,2006,63500
47200,2006,47200
46800,2006,46800
53800,2006,53800
56200,2006,56200
50700,2006,50700
60100,2006,60100
58000,2006,58000
53100,2006,53100
51800,2006,51800
48200,2006,48200
54000,2006,54000
68300,2006,68300
48700,2006,48700
64400,2006,64400
52600,2006,52600
55600,2006,55600
50800,2006,50800
56100,2006,56100
67200,2006,67200
52500,2006,52500
57800,2006,57800
50200,2006,50200
65800,2006,65800
46400,2006,46400
53300,2006,53300
61100,2006,61100
58900,2006,58900
62400,2006,62400
700,2006,700
54720,2006,54720
61400,2006,61400
56800,2006,56800
45800,2006,45800
57400,2006,57400
57600,2006,57600
60000,2006,60000
56400,2006,56400
61700,2006,61700
51800,2006,51800
57000,2006,57000
57100,2006,57100
55900,2006,55900
49800,2006,49800
62300,2006,62300
53400,2006,53400
51900,2006,51900
52500,2006,52500
54900,2006,54900
52500,2006,52500
57300,2006,57300
55800,2006,55800
54900,2006,54900
60000,2006,60000
51600,2006,51600
57500,2006,57500
49900,2006,49900
53000,2006,53000
54500,2006,54500
55500,2006,55500
52800,2006,52800
64500,2006,64500
52400,2006,52400
52500,2006,52500
56200,2006,56200
500,2006,500
500,2006,500
57900,2006,57900
55800,2006,55800
56000,2006,56000
57200,2006,57200
50500,2006,50500
1000,2006,1000
2200,2006,2200
56300,2006,56300
50500,2006,50500
54100,2006,54100
49700,2006,49700
50200,2006,50200
53500,2006,53500
51700,2006,51700
55500,2006,55500
57500,2006,57500
1000,2006,1000
51700,2006,51700
49100,2006,49100
55200,2006,55200
63100,2006,63100
60500,2006,60500
57600,2006,57600
65000,2006,65000
58700,2006,58700
55000,2006,55000
57000,2006,57000
53200,2006,53200
48700,2006,48700
54300,2006,54300
61000,2006,61000
58800,2006,58800
1000,2006,1000
57500,2006,57500
54000,2006,54000
54150,2006,54150
57600,2006,57600
58100,2006,58100
56200,2006,56200
53400,2006,53400
45400,2006,45400
58700,2006,58700
53400,2006,53400
45400,2006,45400
47100,2006,47100
58600,2006,58600
49000,2006,49000
60900,2006,60900
60100,2006,60100
54000,2006,54000
59400,2006,59400
46500,2006,46500
46500,2006,46500
48600,2006,48600
53400,2006,53400
55700,2006,55700
63800,2006,63800
52900,2006,52900
52400,2006,52400
46600,2006,46600
48200,2006,48200
47600,2006,47600
51100,2006,51100
51200,2006,51200
48400,2006,48400
46200,2006,46200
54400,2006,54400
48600,2006,48600
52500,2006,52500
53400,2006,53400
51600,2006,51600
46700,2006,46700
44900,2006,44900
46200,2006,46200
55200,2006,55200
47700,2006,47700
48900,2006,48900
51600,2006,51600
49300,2006,49300
48100,2006,48100
56400,2006,56400
47900,2006,47900
53700,2006,53700
53700,2006,53700
60700,2006,60700
47900,2006,47900
49000,2006,49000
47500,2006,47500
46400,2006,46400
48400,2006,48400
51500,2006,51500
61500,2006,61500
56000,2006,56000
54200,2006,54200
46500,2006,46500
53100,2006,53100
54100,2006,54100
48200,2006,48200
54300,2006,54300
51500,2006,51500
59800,2006,59800
52100,2006,52100
53600,2006,53600
53500,2006,53500
135200,2006,135200
50000,2006,50000
58000,2006,58000
1907200,2006,1907200
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
30000,2006,30000
1450000,2006,1450000
45000,2006,45000
45000,2006,45000
45000,2006,45000
45000,2006,45000
48200,2006,48200
53600,2006,53600
48800,2006,48800
49600,2006,49600
9600,2006,9600
7800,2006,7800
7400,2006,7400
8900,2006,8900
48500,2006,48500
48500,2006,48500
90000,2006,90000
41400,2006,41400
41400,2006,41400
38100,2006,38100
38100,2006,38100
37500,2006,37500
37500,2006,37500
52000,2006,52000
47600,2006,47600
47600,2006,47600
50000,2006,50000
50000,2006,50000
53000,2006,53000
53000,2006,53000
41100,2006,41100
47400,2006,47400
38500,2006,38500
42300,2006,42300
31700,2006,31700
31100,2006,31100
47900,2006,47900
52600,2006,52600
58000,2006,58000
57600,2006,57600
40100,2006,40100
45000,2006,45000
71700,2006,71700
31000,2006,31000
31100,2006,31100
37200,2006,37200
45000,2006,45000
45400,2006,45400
43200,2006,43200
38700,2006,38700
43200,2006,43200
47100,2006,47100
57000,2006,57000
1100,2006,1100
44900,2006,44900
34300,2006,34300
34300,2006,34300
9700,2006,9700
38700,2006,38700
39800,2006,39800
39100,2006,39100
38800,2006,38800
37700,2006,37700
38400,2006,38400
38300,2006,38300
32000,2006,32000
42300,2006,42300
49200,2006,49200
38800,2006,38800
39300,2006,39300
40700,2006,40700
38800,2006,38800
40500,2006,40500
37700,2006,37700
39800,2006,39800
39400,2006,39400
161800,2006,161800
241200,2006,220000
52000,2006,52000
46400,2006,46400
51200,2006,51200
47900,2006,47900
37700,2006,37700
44300,2006,44300
41200,2006,41200
43100,2006,43100
41300,2006,41300
40500,2006,40500
40200,2006,40200
46650,2006,46650
43700,2006,43700
49200,2006,49200
43900,2006,43900
46700,2006,46700
38700,2006,38700
44900,2006,44900
64300,2006,64300
53700,2006,53700
35250,2006,35250
34000,2006,34000
29700,2006,29700
35900,2006,35900
42900,2006,42900
44700,2006,44700
43800,2006,43800
43900,2006,43900
43500,2006,43500
47600,2006,47600
43700,2006,43700
52300,2006,52300
43700,2006,43700
43000,2006,43000
48300,2006,48300
48300,2006,48300
54500,2006,54500
46450,2006,46450
32600,2006,32600
34700,2006,34700
40600,2006,40600
48900,2006,48900
37400,2006,37400
41700,2006,41700
39300,2006,39300
45500,2006,45500
42400,2006,42400
38100,2006,38100
53100,2006,53100
64100,2006,64100
51800,2006,51800
41950,2006,41950
45600,2006,45600
38600,2006,38600
45900,2006,45900
34300,2006,34300
48900,2006,48900
2137400,2006,2137400
48000,2006,48000
38700,2006,38700
40450,2006,40450
41300,2006,41300
44700,2006,44700
42500,2006,42500
45000,2006,45000
194200,2006,194200
530000,2006,530000
591000,2006,591000
80000,2006,80000
135000,2006,135000
85000,2006,85000
4000,2006,4000
41800,2006,41800
57100,2006,57100
40800,2006,40800
39300,2006,39300
37400,2006,37400
66000,2006,66000
125000,2006,125000
72300,2006,72300
198800,2006,198800
122250,2006,122250
131000,2006,131000
803700,2006,803700
120600,2006,120600
83800,2006,83800
133000,2006,133000
96000,2006,96000
93000,2006,93000
31050,2006,31050
32500,2006,32500
80000,2006,80000
38500,2006,38500
40000,2006,40000
45200,2006,45200
34700,2006,34700
47700,2006,47700
45000,2006,45000
52400,2006,52400
48700,2006,48700
51300,2006,51300
37200,2006,37200
53100,2006,53100
33500,2006,33500
43600,2006,43600
30800,2006,30800
43000,2006,43000
14300,2006,14300
36700,2006,36700
50700,2006,50700
45500,2006,45500
38650,2006,38650
44500,2006,44500
44500,2006,44500
62200,2006,62200
46500,2006,46500
43500,2006,43500
14900,2006,14900
15600,2006,15600
31200,2006,31200
52900,2006,52900
48900,2006,48900
48900,2006,48900
51700,2006,51700
48000,2006,48000
65100,2006,65100
70300,2006,70300
50000,2006,50000
50000,2006,50000
48500,2006,48500
45400,2006,45400
52500,2006,52500
53500,2006,53500
104000,2006,104000
36300,2006,36300
36300,2006,36300
55000,2006,55000
52500,2006,52500
52500,2006,52500
52500,2006,52500
52500,2006,52500
52500,2006,52500
58000,2006,58000
59500,2006,59500
50400,2006,50400
50100,2006,50100
36100,2006,36100
600,2006,600
18700,2006,18700
45800,2006,45800
20000,2006,20000
36600,2006,36600
34000,2006,34000
52700,2006,52700
36550,2006,36550
40900,2006,40900
37300,2006,37300
48000,2006,48000
50100,2006,50100
41000,2006,41000
49700,2006,49700
47700,2006,47700
175000,2006,175000
41000,2006,41000
51800,2006,51800
48000,2006,48000
32900,2006,32900
33200,2006,33200
35100,2006,35100
34900,2006,34900
37400,2006,37400
36300,2006,36300
37600,2006,37600
41500,2006,41500
41300,2006,41300
35300,2006,35300
33400,2006,33400
34400,2006,34400
47500,2006,47500
35500,2006,35500
38400,2006,38400
41700,2006,41700
32300,2006,32300
36400,2006,36400
45600,2006,45600
38100,2006,38100
44100,2006,44100
43100,2006,43100
43800,2006,43800
40200,2006,40200
38900,2006,38900
40000,2006,40000
38100,2006,38100
39100,2006,39100
38900,2006,38900
44700,2006,44700
41000,2006,41000
43700,2006,43700
43300,2006,43300
41300,2006,41300
40500,2006,40500
41400,2006,41400
40000,2006,40000
41600,2006,41600
40500,2006,40500
47400,2006,47400
43400,2006,43400
39000,2006,39000
41600,2006,41600
46500,2006,46500
43100,2006,43100
47100,2006,47100
40600,2006,40600
42900,2006,42900
31200,2006,31200
41650,2006,41650
37500,2006,37500
38900,2006,38900
41000,2006,41000
36900,2006,36900
36800,2006,36800
40200,2006,40200
46300,2006,46300
41700,2006,41700
41200,2006,41200
39600,2006,39600
39200,2006,39200
51200,2006,51200
37500,2006,37500
44500,2006,44500
43300,2006,43300
46500,2006,46500
41900,2006,41900
42600,2006,42600
41700,2006,41700
35500,2006,35500
39400,2006,39400
37300,2006,37300
39500,2006,39500
43300,2006,43300
45500,2006,45500
43800,2006,43800
42900,2006,42900
40100,2006,40100
43400,2006,43400
44000,2006,44000
41600,2006,41600
45800,2006,45800
48400,2006,48400
38600,2006,38600
38200,2006,38200
45800,2006,45800
36300,2006,36300
30500,2006,30500
43000,2006,43000
44000,2006,44000
40300,2006,40300
41300,2006,41300
40800,2006,40800
44500,2006,44500
47000,2006,47000
45550,2006,45550
43500,2006,43500
52800,2006,52800
45000,2006,45000
57000,2006,57000
39600,2006,39600
36200,2006,36200
42200,2006,42200
50500,2006,50500
28000,2006,28000
27500,2006,27500
